node,x,y,rain_olf
3216,474560.980909,6370073.557891,0.0
3217,474202.450927,6365454.555981,0.0
3218,474136.664773,6365464.3,0.0
3219,474064.085227,6365540.2,0.0
3220,474088.278409,6365514.9,0.0
3221,474112.471591,6365489.6,0.0
3222,473918.926136,6365692.0,0.0
3223,473943.119318,6365666.7,0.0
3224,473967.3125,6365641.4,0.0
3225,473837.543155,6365732.690476,0.0
3226,473861.905506,6365707.238095,0.0
3227,473886.267857,6365681.785714,0.0
3228,474039.892045,6365565.5,0.0
3229,474015.698864,6365590.8,0.0
3230,473991.505682,6365616.1,0.0
3231,473959.354911,6365605.428571,0.0
3232,473805.150112,6365723.794643,0.0
3233,473781.015904,6365748.986607,0.0
3234,473711.621449,6365754.975119,0.0
3235,473600.404536,6365799.370718,0.0
3236,473665.685292,6365737.449936,0.0
3237,473506.075803,6365766.988134,0.0
3238,473330.010819,6365753.080598,0.0
3239,473415.878515,6365703.997943,0.0
3240,472885.280549,6365856.725983,0.0
3241,473166.485887,6365788.875798,0.0
3242,473242.921587,6365725.782424,0.0
3243,472993.924322,6365819.417904,0.0
3244,473073.902107,6365760.558806,0.0
3245,472219.898622,6365676.352805,0.0
3246,472138.70326,6365619.465597,0.0
3247,471978.987509,6365509.049433,0.0
3248,472055.815567,6365563.307612,0.0
3249,472303.643129,6365638.78611,0.0
3250,472807.905418,6365813.703862,0.0
3251,472392.189952,6365692.46262,0.0
3252,472386.16945,6365608.896145,0.0
3253,472560.612234,6365764.251785,0.0
3254,472480.394464,6365725.506843,0.0
3255,472727.272586,6365767.90106,0.0
3256,472644.107088,6365722.877259,0.0
3257,477419.18541,6371672.837359,0.0
3258,477576.35182,6371413.765676,0.0
3259,477541.284913,6371488.26964,0.0
3260,477550.405477,6371586.527117,0.0
3261,477678.970908,6371403.531784,0.0
3262,477720.964954,6371345.33053,0.0
3263,477632.102347,6370982.970649,0.0
3264,477562.540781,6370930.921534,0.0
3265,477726.097882,6371251.074989,0.0
3266,477628.265625,6371141.75,0.0
3267,477643.47561,6371060.091063,0.0
3268,477701.355654,6371180.469307,0.0
3269,477687.609375,6371003.75,0.0
3270,477672.929688,6370957.375,0.0
3271,477570.624358,6370843.855414,0.0
3272,477486.881153,6370802.804014,0.0
3273,477468.06744,6370716.006573,0.0
3274,476641.768927,6368973.888051,0.0
3275,476676.941402,6368853.299512,0.0
3276,476756.414123,6369089.945168,0.0
3277,477029.673302,6370009.971573,0.0
3278,476968.319749,6369882.596255,0.0
3279,477056.959318,6369772.031641,0.0
3280,476873.410979,6369220.016745,0.0
3281,476942.42665,6369350.380281,0.0
3282,476991.547517,6369492.510131,0.0
3283,477024.392519,6369635.670404,0.0
3284,477236.992188,6370464.25,0.0
3285,477274.65625,6370495.0,0.0
3286,477349.984375,6370556.75,0.0
3287,477105.977749,6370137.72646,0.0
3288,477138.580682,6370218.788148,0.0
3289,477146.6753,6370305.784847,0.0
3290,477217.774945,6370398.886152,0.0
3291,477500.640625,6370680.0,0.0
3292,477425.3125,6370618.5,0.0
3293,476691.062469,6368729.966198,0.0
3294,476645.801148,6368573.320352,0.0
3295,479358.03125,6374594.0,0.0
3296,479213.8125,6374457.0,0.0
3297,480227.485548,6374910.69476,0.0
3298,479971.651397,6374821.560607,0.0
3299,479646.5,6374867.0,0.0
3300,482999.903649,6372891.699563,0.0
3301,482846.624696,6372954.707265,0.0
3302,483182.407211,6372722.277023,0.0
3303,483003.96875,6372794.25,0.0
3304,483084.25,6372741.5,0.0
3305,483375.850133,6372461.248571,0.0
3306,483224.297057,6372642.974037,0.0
3307,483295.562511,6372467.256108,0.0
3308,483261.455447,6372553.182632,0.0
3309,476235.479519,6367606.412032,0.0
3310,476282.216655,6367688.393824,0.0
3311,476325.158738,6367769.452151,0.0
3312,476362.759438,6367852.243008,0.0
3313,476420.8409,6367935.201869,0.0
3314,476454.415613,6368012.36883,0.0
3315,476580.419308,6368066.234781,0.0
3316,476535.725662,6367990.930691,0.0
3317,476442.73882,6367851.810112,0.0
3318,476681.778624,6368437.555488,0.0
3319,476688.710084,6368316.819919,0.0
3320,476665.820313,6368260.125,0.0
3321,476635.764944,6368144.799418,0.0
3322,476680.15625,6368215.5,0.0
3323,476663.326398,6368067.988004,0.0
3324,476096.295738,6367527.094059,0.0
3325,476046.017286,6367452.188905,0.0
3326,475964.034169,6367295.375819,0.0
3327,476010.162262,6367376.833084,0.0
3328,476190.081134,6367525.919061,0.0
3329,475907.339112,6367224.397264,0.0
3330,475849.59592,6367154.870884,0.0
3331,475753.78411,6367164.196864,0.0
3332,475664.736573,6367182.967386,0.0
3333,475416.706025,6367152.071228,0.0
3334,475505.779116,6367139.305139,0.0
3335,475597.440583,6367126.973365,0.0
3336,475260.64602,6367091.112472,0.0
3337,475353.311962,6367079.16444,0.0
3338,475026.663991,6366918.603203,0.0
3339,475197.732397,6367014.185796,0.0
3340,475114.676661,6366960.686364,0.0
3341,474957.305147,6366179.823529,0.0
3342,474981.480515,6366154.282353,0.0
3343,475005.655882,6366128.741176,0.0
3344,474929.292554,6366790.809124,0.0
3345,475011.059008,6366826.277982,0.0
3346,474852.873922,6366373.931034,0.0
3347,474852.232583,6366445.625348,0.0
3348,474848.173777,6366517.109655,0.0
3349,474881.730213,6366609.667396,0.0
3350,474910.615909,6366699.096001,0.0
3351,474894.180233,6366289.290698,0.0
3352,474918.37064,6366263.674419,0.0
3353,474942.561047,6366238.05814,0.0
3354,474966.751453,6366212.44186,0.0
3355,474876.930675,6366348.396552,0.0
3356,474900.987428,6366322.862069,0.0
3357,474128.169817,6365745.456732,0.0
3358,474190.215255,6365820.296637,0.0
3359,474248.162082,6365882.489781,0.0
3360,474302.168573,6365949.655238,0.0
3361,474402.498429,6365994.813849,0.0
3362,474185.057053,6365630.129274,0.0
3363,474183.862057,6365555.550315,0.0
3364,474198.005379,6365498.739701,0.0
3365,474277.06587,6365380.602334,0.0
3366,474251.355167,6365452.885986,0.0
3367,474349.645415,6365304.702334,0.0
3368,474323.934712,6365376.985986,0.0
3369,474952.231654,6366102.385683,0.0
3370,474890.493282,6366140.7963,0.0
3371,474715.838875,6366118.698885,0.0
3372,474802.464163,6366087.760299,0.0
3373,474981.5,6366050.5,0.0
3374,474996.335938,6366008.75,0.0
3375,474480.143904,6366002.583691,0.0
3376,474663.7445,6366051.525333,0.0
3377,474558.582078,6366040.402398,0.0
3378,481047.082695,6377772.505752,0.0
3379,480452.29451,6376452.516214,0.0
3380,480284.253847,6376105.585957,0.0
3381,480290.398062,6375747.83655,0.0
3382,480935.498467,6377418.961782,0.0
3383,480741.665311,6377139.278757,0.0
3384,480789.142756,6376546.112661,0.0
3385,480903.852666,6376881.685731,0.0
3386,481489.49412,6378214.409053,0.0
3387,481392.78033,6377854.109689,0.0
3388,483429.417485,6372723.961959,0.0
3389,483492.794342,6372669.622972,0.0
3390,483419.623403,6372821.825199,0.0
3391,483410.310429,6372917.516686,0.0
3392,483085.094153,6372928.922281,0.0
3393,483171.066001,6372957.053875,0.0
3394,483248.513646,6372995.052996,0.0
3395,483325.246208,6372956.361283,0.0
3396,482929.383972,6372947.456731,0.0
3397,483014.671578,6372984.068825,0.0
3398,482785.265625,6373008.5,0.0
3399,482869.593058,6373031.305358,0.0
3400,480657.53125,6374863.0,0.0
3401,480553.53125,6375028.5,0.0
3402,480479.655703,6375449.650869,0.0
3403,480022.27663,6382770.905434,0.0
3404,480080.037389,6382071.412025,0.0
3405,479842.215315,6380151.383037,0.0
3406,479901.695403,6379445.635691,0.0
3407,480517.115689,6379049.637236,0.0
3408,480985.680557,6378807.266534,0.0
3409,480167.267475,6381364.071801,0.0
3410,480247.872656,6380634.26749,0.0
3411,481588.690792,6378578.460145,0.0
3412,481323.17347,6378787.707759,0.0
3413,480691.980823,6383132.220198,0.0
3414,481356.017079,6383479.016397,0.0
3415,481929.139137,6378638.782482,0.0
3416,481833.990391,6378301.844732,0.0
3417,482644.813524,6387240.900379,0.0
3418,481998.841072,6384585.122851,0.0
3419,482011.115811,6383846.516698,0.0
3420,482540.168095,6386514.61597,0.0
3421,482528.429221,6385793.705077,0.0
3422,482613.096675,6385002.500249,0.0
3423,485300.600995,6388652.859851,0.0
3424,484502.403548,6390073.048875,0.0
3425,484725.258407,6389699.128418,0.0
3426,485029.491002,6389387.803308,0.0
3427,485141.756057,6389032.40423,0.0
3428,484395.955239,6390791.794133,0.0
3429,484340.959318,6391529.576533,0.0
3430,484357.923239,6392293.54705,0.0
3431,484433.71875,6393113.25,0.0
3432,485169.773518,6390447.243562,0.0
3433,485104.60562,6388367.78938,0.0
3434,485352.902827,6388436.260914,0.0
3435,485014.946633,6387950.871928,0.0
3436,483266.538691,6387666.431028,0.0
3437,484018.808064,6388056.94542,0.0
3438,484635.800868,6387755.660799,0.0
3439,483574.807489,6372627.169533,0.0
3440,483591.825051,6372536.139054,0.0
3441,483604.035401,6372441.671765,0.0
3442,483415.760947,6372379.787786,0.0
3443,483522.822117,6372397.279712,0.0
3444,471674.289129,6365600.644795,0.0
3445,471586.694079,6365564.768043,0.0
3446,471738.535025,6365544.735537,0.0
3447,471812.177447,6365494.711329,0.0
3448,471890.571715,6365458.737109,0.0
3449,471495.082156,6365546.536008,0.0
3450,471439.945283,6365646.186757,0.0
3451,471446.272876,6365741.193668,0.0
3452,471546.006254,6365875.987314,0.0
3453,471458.663834,6365832.752629,0.0
3454,471554.31746,6365960.021627,0.0
3455,471761.743468,6366363.534364,0.0
3456,471561.553524,6366039.658953,0.0
3457,471698.138104,6366282.666258,0.0
3458,471606.749954,6366111.411906,0.0
3459,471650.582551,6366195.73474,0.0
3460,472170.85488,6367370.923042,0.0
3461,472170.383551,6367322.158675,0.0
3462,472189.766753,6367268.258776,0.0
3463,472191.660946,6367197.211291,0.0
3464,472143.835881,6367082.872841,0.0
3465,472115.75558,6367487.232143,0.0
3466,472091.621373,6367512.424107,0.0
3467,472122.586465,6367421.306971,0.0
3468,471959.221109,6366823.385612,0.0
3469,472075.906869,6367076.371328,0.0
3470,472027.329799,6366986.20017,0.0
3471,471994.541542,6366903.383241,0.0
3472,471878.30276,6366793.302009,0.0
3473,471859.927012,6366618.094044,0.0
3474,471876.135041,6366709.149793,0.0
3475,471738.508052,6366462.07952,0.0
3476,471788.618369,6366559.239148,0.0
3477,474566.937717,6369626.065456,0.0
3478,474533.044988,6369527.305192,0.0
3479,474575.322117,6369437.511111,0.0
3480,474544.576034,6369346.946838,0.0
3481,474587.824102,6369261.820747,0.0
3482,474640.713621,6369183.026894,0.0
3483,474534.916889,6368932.535306,0.0
3484,474560.700383,6369018.901318,0.0
3485,474597.319032,6369100.087713,0.0
3486,473458.432353,6367763.376471,0.0
3487,473434.256985,6367788.917647,0.0
3488,473495.451923,6367770.923077,0.0
3489,473553.809267,6367752.793103,0.0
3490,473529.752514,6367778.327586,0.0
3491,473625.979526,6367676.189655,0.0
3492,473577.86602,6367727.258621,0.0
3493,473601.922773,6367701.724138,0.0
3494,473672.61928,6367696.030764,0.0
3495,473722.244076,6367706.341726,0.0
3496,473975.833545,6367812.760193,0.0
3497,473809.673212,6367740.805197,0.0
3498,473890.595092,6367777.455991,0.0
3499,474004.906818,6367911.481408,0.0
3500,474067.700927,6367986.504994,0.0
3501,474506.030627,6368845.640996,0.0
3502,474510.873415,6368680.345985,0.0
3503,474466.831588,6368761.074545,0.0
3504,474436.34694,6368603.646921,0.0
3505,474126.043973,6368062.835117,0.0
3506,474184.082311,6368138.533475,0.0
3507,474411.955255,6368442.721016,0.0
3508,474241.887227,6368213.821952,0.0
3509,474299.179781,6368289.308129,0.0
3510,474356.009781,6368365.49831,0.0
3511,474374.927932,6368531.143168,0.0
3512,473198.567854,6367773.820741,0.0
3513,473410.081618,6367814.458824,0.0
3514,473342.211174,6367758.872769,0.0
3515,473268.550613,6367782.027637,0.0
3516,472335.130379,6367446.839701,0.0
3517,472291.189564,6367453.255981,0.0
3518,472225.403409,6367463.0,0.0
3519,472156.30506,6367488.547619,0.0
3520,472201.210227,6367488.3,0.0
3521,472132.377232,6367513.535714,0.0
3522,472108.449405,6367538.52381,0.0
3523,473097.814677,6367620.4375,0.0
3524,472915.822377,6367556.643415,0.0
3525,473128.254971,6367768.428917,0.0
3526,473058.272213,6367760.222021,0.0
3527,473027.28876,6367721.941735,0.0
3528,472393.959839,6367430.443327,0.0
3529,472491.870439,6367414.896096,0.0
3530,472679.823562,6367566.108017,0.0
3531,472566.246734,6367506.245274,0.0
3532,472067.487165,6367537.616071,0.0
3533,478940.78125,6374171.5,0.0
3534,478839.6875,6374000.5,0.0
3535,477068.651807,6371656.913284,0.0
3536,477264.938652,6371783.812212,0.0
3537,476567.907093,6371535.118804,0.0
3538,476888.201876,6371616.139799,0.0
3539,476693.618037,6371562.49821,0.0
3540,477434.612367,6372089.252543,0.0
3541,476428.585854,6371597.236669,0.0
3542,475790.359375,6371420.0,0.0
3543,475694.34375,6371407.5,0.0
3544,475942.89747,6371519.501249,0.0
3545,475824.424764,6371533.345241,0.0
3546,476102.939901,6371562.233937,0.0
3547,476228.167306,6371649.220142,0.0
3548,475628.559677,6371507.924993,0.0
3549,475094.977302,6380923.322607,0.0
3550,475611.171604,6380486.401836,0.0
3551,476886.423463,6379600.050035,0.0
3552,476193.370967,6380000.151823,0.0
3553,479405.912957,6377642.032786,0.0
3554,479462.99118,6377287.181361,0.0
3555,478742.040721,6377874.597519,0.0
3556,478004.194226,6377601.326742,0.0
3557,479524.388065,6375244.711176,0.0
3558,479268.88038,6374941.126753,0.0
3559,479307.246944,6376908.201821,0.0
3560,479561.098754,6376761.245438,0.0
3561,479530.351172,6376422.275522,0.0
3562,479625.580301,6375980.498367,0.0
3563,479430.790842,6375584.742325,0.0
3564,478950.346024,6374765.972446,0.0
3565,477506.613095,6378464.10902,0.0
3566,476944.967622,6378904.71464,0.0
3567,477689.38293,6377828.772206,0.0
3568,477669.169655,6377404.86777,0.0
3569,473934.0,6382545.5,0.0
3570,474082.5625,6382413.5,0.0
3571,474266.639447,6382236.502257,0.0
3572,474358.095482,6381936.761733,0.0
3573,474665.10362,6381372.203024,0.0
3574,473436.840125,6383940.055181,0.0
3575,473226.884067,6384143.667335,0.0
3576,473454.723524,6383672.971394,0.0
3577,473603.46875,6383221.0,0.0
3578,473618.4375,6383023.0,0.0
3579,473671.53125,6382836.0,0.0
3580,473785.40625,6382677.0,0.0
3581,473381.282568,6383374.532323,0.0
3582,473707.404772,6382439.154309,0.0
3583,472576.171468,6387095.181802,0.0
3584,472898.582529,6386592.183617,0.0
3585,472784.138623,6385783.438719,0.0
3586,472762.796913,6386198.928558,0.0
3587,472077.8125,6387036.5,0.0
3588,472748.03125,6384920.0,0.0
3589,472688.409748,6385265.24379,0.0
3590,472761.751437,6384667.405458,0.0
3591,472567.125,6384829.0,0.0
3592,472965.876171,6384517.988795,0.0
3593,475113.174926,6371335.902129,0.0
3594,475260.794727,6371341.576701,0.0
3595,475345.832232,6371340.995072,0.0
3596,475519.676622,6371457.356192,0.0
3597,475413.902469,6371450.173087,0.0
3598,475218.501123,6371419.486917,0.0
3599,475145.832439,6371402.903802,0.0
3600,474681.13188,6370402.378458,0.0
3601,474635.101284,6370317.69715,0.0
3602,474589.288746,6370239.078042,0.0
3603,475059.623539,6371307.201998,0.0
3604,475052.736268,6371079.110497,0.0
3605,475037.875,6371252.0,0.0
3606,474901.179185,6371006.903494,0.0
3607,474769.05213,6370979.329853,0.0
3608,474637.764394,6370490.323663,0.0
3609,474673.317524,6370578.372438,0.0
3610,474626.221526,6370655.786788,0.0
3611,474643.504603,6370747.597756,0.0
3612,474653.283979,6370843.495039,0.0
3613,474672.03252,6370940.189288,0.0
3614,474522.364444,6369917.841856,0.0
3615,474491.392131,6370001.680977,0.0
3616,474480.926133,6369782.375144,0.0
3617,474449.530811,6369866.691823,0.0
3618,474486.227678,6369685.081168,0.0
3619,474410.305667,6369737.71384,0.0
3620,474531.231975,6370162.00829,0.0
3621,474466.864233,6370093.311952,0.0
3622,474233.4375,6365363.1,0.0
3623,474257.630682,6365337.8,0.0
3624,474281.823864,6365312.5,0.0
3625,474306.017045,6365287.2,0.0
3626,474209.244318,6365388.4,0.0
3627,474160.857955,6365439.0,0.0
3628,474185.051136,6365413.7,0.0
3629,474129.891369,6365427.261905,0.0
3630,474032.441964,6365529.071429,0.0
3631,474105.529018,6365452.714286,0.0
3632,474056.804315,6365503.619048,0.0
3633,474081.166667,6365478.166667,0.0
3634,474330.210227,6365261.9,0.0
3635,474354.403409,6365236.6,0.0
3636,473910.630208,6365656.333333,0.0
3637,473934.99256,6365630.880952,0.0
3638,473829.284319,6365698.602679,0.0
3639,473853.418527,6365673.410714,0.0
3640,473877.552734,6365648.21875,0.0
3641,474008.079613,6365554.52381,0.0
3642,473983.717262,6365579.97619,0.0
3643,473949.955357,6365572.642857,0.0
3644,473925.82115,6365597.834821,0.0
3645,473782.040735,6365677.499165,0.0
3646,473730.426861,6365673.849153,0.0
3647,473577.052639,6365705.409199,0.0
3648,473646.010576,6365642.703153,0.0
3649,473494.648863,6365665.439835,0.0
3650,473325.961276,6365665.819198,0.0
3651,473407.975716,6365617.59879,0.0
3652,472903.815207,6365771.249185,0.0
3653,473154.708791,6365699.830195,0.0
3654,473238.265074,6365637.600685,0.0
3655,472985.842319,6365723.980677,0.0
3656,473067.590494,6365669.077375,0.0
3657,471967.274516,6365416.950781,0.0
3658,472227.754446,6365583.925825,0.0
3659,472141.746013,6365527.299931,0.0
3660,472061.749198,6365464.569558,0.0
3661,472326.081423,6365545.866035,0.0
3662,472817.190647,6365723.102496,0.0
3663,472474.435835,6365634.973827,0.0
3664,472437.728647,6365545.038338,0.0
3665,472564.513795,6365660.758812,0.0
3666,472734.905858,6365674.759835,0.0
3667,472655.299788,6365636.719582,0.0
3668,477564.166291,6371760.683277,0.0
3669,477659.922558,6371526.809363,0.0
3670,477732.229275,6372063.832676,0.0
3671,477824.669155,6371464.407035,0.0
3672,477798.8125,6371269.5,0.0
3673,477881.234375,6371325.0,0.0
3674,477658.25,6370911.0,0.0
3675,477757.890625,6371183.0,0.0
3676,477716.96875,6371096.5,0.0
3677,477738.067407,6370962.26698,0.0
3678,477617.109375,6370826.25,0.0
3679,477575.96875,6370741.5,0.0
3680,476778.58178,6368959.404508,0.0
3681,476811.764272,6368821.684587,0.0
3682,476884.364616,6369071.868121,0.0
3683,476993.56754,6369159.8499,0.0
3684,477213.654303,6370030.448777,0.0
3685,477123.029032,6369912.874862,0.0
3686,477210.835879,6369818.386756,0.0
3687,477177.476804,6369678.623843,0.0
3688,477051.804742,6369275.237072,0.0
3689,477102.34096,6369403.396422,0.0
3690,477142.288886,6369540.651274,0.0
3691,477310.470356,6370412.691812,0.0
3692,477385.702469,6370521.626509,0.0
3693,477244.851511,6370205.615588,0.0
3694,477339.653719,6370327.805892,0.0
3695,477540.665071,6370636.202738,0.0
3696,477497.556665,6370532.425808,0.0
3697,477366.051637,6370090.409162,0.0
3698,476837.328222,6368687.389452,0.0
3699,476722.919613,6368595.854324,0.0
3700,476753.190619,6368454.120855,0.0
3701,478157.504287,6373225.511895,0.0
3702,478536.4375,6373487.0,0.0
3703,478480.125,6373300.5,0.0
3704,478637.53125,6373658.0,0.0
3705,480755.34375,6374690.0,0.0
3706,480514.025094,6374667.711917,0.0
3707,479502.28125,6374730.5,0.0
3708,479069.59375,6374320.5,0.0
3709,479441.489444,6374361.735326,0.0
3710,478738.625,6373829.0,0.0
3711,479073.612067,6373977.588663,0.0
3712,480273.013924,6374693.110104,0.0
3713,479922.515812,6374592.215192,0.0
3714,482923.6875,6372847.0,0.0
3715,482574.304371,6373085.942918,0.0
3716,482846.71875,6372878.75,0.0
3717,482639.046237,6373029.113666,0.0
3718,482769.75,6372910.5,0.0
3719,482703.691477,6372971.922998,0.0
3720,483130.5,6372655.75,0.0
3721,482936.078803,6372749.562141,0.0
3722,483021.906902,6372697.973518,0.0
3723,483331.554838,6372378.426005,0.0
3724,483369.927169,6372295.560357,0.0
3725,483176.75,6372570.0,0.0
3726,483250.40625,6372385.5,0.0
3727,483213.578125,6372477.75,0.0
3728,483092.576946,6372565.588201,0.0
3729,477916.024401,6372366.866306,0.0
3730,476324.930081,6367608.599722,0.0
3731,476281.556021,6367525.25954,0.0
3732,476375.640421,6367690.55756,0.0
3733,476416.290936,6367768.778318,0.0
3734,476508.912831,6367900.594952,0.0
3735,476644.842262,6367987.676558,0.0
3736,476587.956554,6367924.275033,0.0
3737,476503.624164,6367797.183567,0.0
3738,476778.721836,6368351.48811,0.0
3739,476745.246865,6368261.025823,0.0
3740,476711.46875,6368127.75,0.0
3741,476742.78125,6368040.0,0.0
3742,475793.23646,6367084.023563,0.0
3743,476143.530732,6367448.500642,0.0
3744,476002.791955,6367218.757323,0.0
3745,476100.820252,6367372.551859,0.0
3746,476054.391031,6367295.473284,0.0
3747,476237.34979,6367445.220427,0.0
3748,475947.437449,6367146.996685,0.0
3749,475891.763235,6367077.915208,0.0
3750,475034.731941,6366035.20297,0.0
3751,475694.866569,6367089.520847,0.0
3752,475746.516082,6367008.799737,0.0
3753,475614.178609,6367049.581562,0.0
3754,475441.575141,6367062.689642,0.0
3755,475528.243225,6367054.383622,0.0
3756,475296.849606,6367006.427654,0.0
3757,475384.420262,6366988.080933,0.0
3758,475249.865744,6366937.570228,0.0
3759,475097.914087,6366862.446559,0.0
3760,475178.456331,6366901.257527,0.0
3761,474990.94186,6366186.825581,0.0
3762,475015.132267,6366161.209302,0.0
3763,475029.83125,6366103.2,0.0
3764,475039.322674,6366135.593023,0.0
3765,475054.006618,6366077.658824,0.0
3766,475001.080283,6366728.130082,0.0
3767,475079.993808,6366770.735786,0.0
3768,474901.798207,6366395.924464,0.0
3769,474902.340182,6366458.596086,0.0
3770,474939.409217,6366550.160168,0.0
3771,474976.333932,6366638.897625,0.0
3772,474925.044181,6366297.327586,0.0
3773,474949.100934,6366271.793103,0.0
3774,474973.157687,6366246.258621,0.0
3775,474997.21444,6366220.724138,0.0
3776,474949.583548,6366344.546325,0.0
3777,474309.429845,6365767.313365,0.0
3778,474425.282612,6365931.207005,0.0
3779,474422.224961,6365228.802334,0.0
3780,474270.659329,6365630.318412,0.0
3781,474279.496738,6365539.590593,0.0
3782,474304.535173,6365431.08731,0.0
3783,474396.514258,6365301.085986,0.0
3784,474377.114719,6365355.18731,0.0
3785,474375.014008,6365425.830677,0.0
3786,474470.611324,6365178.202334,0.0
3787,474899.464981,6365997.83772,0.0
3788,474765.067342,6365992.034539,0.0
3789,475071.934984,6365973.569045,0.0
3790,474951.720239,6365969.384743,0.0
3791,475011.171875,6365967.0,0.0
3792,475130.963411,6365932.593397,0.0
3793,474548.710039,6365914.987446,0.0
3794,481288.576393,6377487.88627,0.0
3795,480679.971252,6376174.023524,0.0
3796,480612.789007,6375832.453907,0.0
3797,481023.955894,6376330.603977,0.0
3798,481172.022248,6377119.870695,0.0
3799,481148.402256,6376700.920221,0.0
3800,481741.296723,6377952.63679,0.0
3801,481642.178538,6377594.956835,0.0
3802,483496.723596,6372774.86442,0.0
3803,483563.336115,6372721.036013,0.0
3804,483488.194813,6372870.454438,0.0
3805,483392.351057,6373012.319038,0.0
3806,483470.888445,6372973.680346,0.0
3807,483097.714402,6373017.837813,0.0
3808,483173.687472,6373042.549445,0.0
3809,483234.552462,6373092.255634,0.0
3810,483313.823196,6373053.051021,0.0
3811,483382.238187,6373107.449619,0.0
3812,482954.707434,6373044.150653,0.0
3813,483043.535081,6373079.834659,0.0
3814,482720.895058,6373069.918203,0.0
3815,482657.823517,6373127.613192,0.0
3816,482800.78125,6373106.5,0.0
3817,482885.079955,6373110.288336,0.0
3818,482487.479934,6373060.614772,0.0
3819,482495.859716,6373131.90899,0.0
3820,482503.792106,6373197.546845,0.0
3821,482587.777385,6373178.145269,0.0
3822,480863.125,6374539.0,0.0
3823,481057.875,6374578.5,0.0
3824,481161.375,6374739.5,0.0
3825,480961.172388,6374995.404587,0.0
3826,480779.391187,6375279.180729,0.0
3827,480873.401117,6375590.38591,0.0
3828,480724.909784,6382429.696006,0.0
3829,480781.015892,6381732.33223,0.0
3830,480538.307831,6379761.43217,0.0
3831,481164.086193,6379191.290507,0.0
3832,480832.442914,6381032.804266,0.0
3833,480835.079953,6380334.982075,0.0
3834,481691.498619,6378989.106955,0.0
3835,481513.127475,6379312.802277,0.0
3836,482000.18858,6378942.741699,0.0
3837,481380.254284,6382768.418529,0.0
3838,482034.300181,6383121.572803,0.0
3839,482269.289797,6378751.831761,0.0
3840,482190.916053,6378405.894108,0.0
3841,482098.465964,6378065.363337,0.0
3842,483245.625953,6386910.755993,0.0
3843,482643.201249,6384237.630234,0.0
3844,482680.153733,6383489.557003,0.0
3845,483190.282361,6386176.24409,0.0
3846,483193.638415,6385430.432226,0.0
3847,483247.275346,6384655.964558,0.0
3848,485575.625,6388443.0,0.0
3849,485645.03125,6388620.5,0.0
3850,485531.053084,6388923.433374,0.0
3851,485798.40625,6388741.0,0.0
3852,485401.583965,6389366.38429,0.0
3853,485166.171481,6390092.260903,0.0
3854,485158.87235,6389737.335015,0.0
3855,485519.265091,6390129.010946,0.0
3856,485612.69172,6389179.572434,0.0
3857,485009.155226,6391174.652835,0.0
3858,484993.946053,6391951.516016,0.0
3859,484921.40625,6392723.5,0.0
3860,485316.984567,6390861.186636,0.0
3861,485504.581321,6390463.911644,0.0
3862,485500.125,6388269.0,0.0
3863,485740.768683,6388267.962799,0.0
3864,485413.71875,6388102.0,0.0
3865,485273.791911,6387869.544671,0.0
3866,485051.101003,6387645.997417,0.0
3867,483904.218508,6387343.778843,0.0
3868,484327.47624,6387447.648062,0.0
3869,484756.788104,6387372.633088,0.0
3870,483645.010579,6372673.394144,0.0
3871,483659.115379,6372584.774835,0.0
3872,483677.92904,6372498.866171,0.0
3873,483696.516269,6372417.878237,0.0
3874,483704.664429,6372333.861094,0.0
3875,483625.601927,6372354.002974,0.0
3876,483460.720164,6372318.5757,0.0
3877,483552.392491,6372324.563476,0.0
3878,483417.296875,6372229.75,0.0
3879,483420.305248,6372155.662399,0.0
3880,471650.246809,6365507.954423,0.0
3881,471556.621711,6365476.652847,0.0
3882,471720.755143,6365455.529969,0.0
3883,471796.721997,6365407.924022,0.0
3884,471873.214592,6365368.130273,0.0
3885,471464.265819,6365465.435103,0.0
3886,471411.273025,6365552.964046,0.0
3887,471353.410927,6365616.584282,0.0
3888,471359.806689,6365700.989398,0.0
3889,471270.814546,6365640.96926,0.0
3890,471369.4507,6365793.174748,0.0
3891,471462.178763,6365926.303416,0.0
3892,471382.859826,6365883.384164,0.0
3893,471470.890859,6366013.139662,0.0
3894,471679.948005,6366389.452758,0.0
3895,471503.330722,6366101.755628,0.0
3896,471622.468637,6366330.32174,0.0
3897,471588.52441,6366257.043488,0.0
3898,471548.116431,6366179.747355,0.0
3899,472127.057365,6367377.277319,0.0
3900,472121.439037,6367274.122311,0.0
3901,472101.433754,6367167.779917,0.0
3902,472072.291344,6367469.749291,0.0
3903,472073.846721,6367422.926532,0.0
3904,471898.279876,6366888.047756,0.0
3905,472032.996707,6367137.623108,0.0
3906,471997.95724,6367071.552704,0.0
3907,471931.204744,6366974.266121,0.0
3908,471810.137264,6366858.2052,0.0
3909,471787.086329,6366760.763891,0.0
3910,471782.736571,6366668.539584,0.0
3911,471645.472874,6366476.918948,0.0
3912,471706.639623,6366543.788645,0.0
3913,471704.015054,6366632.802063,0.0
3914,474469.384239,6369599.874093,0.0
3915,474446.368009,6369513.183994,0.0
3916,474480.315868,6369431.067279,0.0
3917,474462.542684,6369337.38367,0.0
3918,474440.867672,6368927.497785,0.0
3919,474492.24628,6369251.207955,0.0
