node,x,y,concentration
3262,476745.5501,6365471.875,0
3263,476744.5888,6365469.946,0
3264,476747.2661,6365473.18,0
3265,476747.9892,6365475.459,0
3266,476748.8836,6365476.564,0
3267,475995.6959,6365344.981,0
3268,476345.5618,6365137.276,0
3269,476301.2599,6365143.954,0
3270,476261.2142,6365155.091,0
3271,476028.0396,6365319.381,0
3272,476193.1442,6365185.589,0
3273,476234.1402,6365190.22,0
3274,476160.829,6365218.209,0
3275,476130.7592,6365244.897,0
3276,476061.4278,6365291.715,0
3277,476097.2137,6365273.199,0
3278,476414.762,6365150.988,0
3279,476377.3028,6365166.732,0
3280,476458.0822,6365143.722,0
3281,476743.2731,6365471.806,0
3282,476743.9135,6365479.129,0
3283,476743.1977,6365478.172,0
3284,476744.1238,6365475.289,0
3285,476743.1823,6365476.883,0
3286,476743.1416,6365474.08,0
3287,476743.6661,6365481.14,0
3288,476742.8492,6365480.019,0
3289,476746.937,6365479.97,0
3290,476747.6196,6365478.995,0
3291,476748.671,6365478.37,0
3292,476747.4269,6365480.879,0
3293,476749.9212,6365478.057,0
3294,476749.4092,6365479.426,0
3295,476746.5996,6365480.738,0
3296,476745.8227,6365481.055,0
3297,476745.2387,6365482.026,0
3298,476743.9183,6365482.531,0
3299,476741.0653,6365468.849,0
3300,475722.2082,6365413.21,0
3301,475969.4548,6365383.83,0
3302,475926.6979,6365380.463,0
3303,475885.1565,6365386.593,0
3304,475746.5976,6365419.004,0
3305,475760.2813,6365398,1
3306,475799.8235,6365388.814,0
3307,475840.2987,6365389.756,0
3308,474131.1563,6367140,1
3309,474149.7988,6367179.824,0
3310,474155.2188,6367114.5,1
3311,474173.8929,6367053.169,0
3312,474179.2813,6367089,1
3313,474208.2999,6367016.726,0
3314,474925.499,6372176.186,0
3315,474920.1842,6372179.488,0
3316,474916.034,6372183.064,0
3317,474913.8953,6372188.108,0
3318,474925.1239,6372181.511,0
3319,474910.0318,6372195.573,0
3320,474896.7967,6372203.502,0
3321,474926.3721,6372162.944,0
3322,474925.2384,6372159.758,0
3323,474926.5329,6372161.092,0
3324,474928.1797,6372164.835,0
3325,474929.9289,6372166.431,0
3326,474929.4969,6372174.336,0
3327,474929.7841,6372169.94,0
3328,474904.1492,6372147.425,0
3329,474909.2985,6372146.927,0
3330,474925.6104,6372157.688,0
3331,474924.284,6372155.505,0
3332,474921.1961,6372151.347,0
3333,474924.7353,6372152.991,0
3334,474918.164,6372148.929,0
3335,474913.8975,6372145.287,0
3336,474898.1391,6372142.741,0
3337,474890.3853,6372140.442,0
3338,474879.514,6372143.035,0
3339,474864.1867,6372149.948,0
3340,474851.2681,6372160.71,0
3341,474276.4775,6371567.483,0
3342,474278.6496,6371520.907,0
3343,474304.9249,6371647.202,0
3344,474308.1291,6371607.097,0
3345,474341.3478,6371681.435,0
3346,474219.9626,6371383.95,0
3347,474216.6064,6371349.129,0
3348,474216.6163,6371325.239,0
3349,474232.7221,6371454.102,0
3350,474232.9989,6371412.336,0
3351,474276.331,6371475.527,0
3352,473986.8659,6367687.224,0
3353,474018.4559,6367535.92,0
3354,473986.8438,6367564,1
3355,474003.2319,6367610.494,0
3356,474017.625,6367656.5,1
3357,474043.375,6367504,1
3358,474060.3125,6367347.5,1
3359,474051.2199,6367425.233,0
3360,474077.7797,6367392.783,0
3361,474070.0043,6367471.912,0
3362,474147.287,6367250.948,0
3363,474087.3715,6367313.488,0
3364,474118.2813,6367283,1
3365,474177.5938,6367218,1
3366,474000.3457,6367733.343,0
3367,473754.9209,6368735.563,0
3368,473784.5497,6368768.281,0
3369,473819.3758,6368794.007,0
3370,473682.2804,6368327.805,0
3371,473695.1156,6368368.539,0
3372,473713.8599,6368295.263,0
3373,473711.0724,6368408.255,0
3374,473723.2192,6368451.642,0
3375,473724.4791,6368491.513,0
3376,473741.0096,6368656.734,0
3377,473768.3498,6368689.294,0
3378,473717.2205,6368575.763,0
3379,473739.0282,6368535.361,0
3380,473750.6079,6368612.121,0
3381,473733.675,6368222.873,0
3382,473744.9896,6368264.044,0
3383,474009.6339,6367778.828,0
3384,473759.4123,6368194.147,0
3385,473776.8065,6368156.084,0
3386,473852.7393,6367986.54,0
3387,473835.0335,6368031.136,0
3388,473816.1945,6368073.529,0
3389,473795.7137,6368116.432,0
3390,473975.8438,6367813,1
3391,473950.4703,6367863.538,0
3392,473925.7368,6367908.89,0
3393,473919.2188,6367950,1
3394,473898.5371,6367986.99,0
3395,473938.0284,6370008.93,0
3396,473885.8195,6370166.58,0
3397,473896.5663,6370207.8,0
3398,473918.3217,6370140.859,0
3399,473933.91,6370055.689,0
3400,473922.9796,6370097.094,0
3401,473786.9496,6368942.158,0
3402,473791.434,6368994.1,0
3403,473823.747,6368834.244,0
3404,473830.9588,6368876.632,0
3405,473831.1121,6368922.944,0
3406,473811.2021,6369038.055,0
3407,473820.2497,6369158.138,0
3408,473823.6875,6369116.5,1
3409,473831.8558,6369077.623,0
3410,473821.8502,6369509.29,0
3411,473810.0712,6369466.018,0
3412,473806.4996,6369423.148,0
3413,473809.6312,6369375.071,0
3414,473853.1667,6369191.388,0
3415,473818.9764,6369322.272,0
3416,473843.3324,6369236.069,0
3417,473831.0613,6369279.9,0
3418,473862.8406,6369573.607,0
3419,473865.7683,6369528.733,0
3420,473877.1341,6369648.93,0
3421,473892.3577,6369603.075,0
3422,473899.7738,6369939.901,0
3423,473906.2575,6369893.995,0
3424,473938.0137,6369965.041,0
3425,473913.5623,6369848.682,0
3426,473922.1376,6369803.268,0
3427,473899.6348,6369725.783,0
3428,473931.3877,6369758.773,0
3429,473906.884,6369683.03,0
3430,474113.5691,6371159.886,0
3431,474144.2191,6371189.944,0
3432,474172.6758,6371232.082,0
3433,474198.2844,6371262.688,0
3434,474219.7903,6371296.917,0
3435,474029.2362,6371014.838,0
3436,474126.5087,6371114.439,0
3437,474063.0917,6371047.794,0
3438,474094.7215,6371080.851,0
3439,474017.3779,6370885.757,0
3440,474038.3877,6370972.887,0
3441,474048.1413,6370932.987,0
3442,473872.7201,6370287.926,0
3443,473904.0066,6370254.057,0
3444,473935.8826,6370221.97,0
3445,473854.2885,6370367.076,0
3446,473872.8289,6370407.937,0
3447,473885.0712,6370331.908,0
3448,474020.3603,6370836.203,0
3449,473987.5265,6370768.665,0
3450,474024.4395,6370790.012,0
3451,473896.0396,6370448.976,0
3452,473896.5732,6370526.434,0
3453,473916.0372,6370562.5,0
3454,473919.0817,6370490.653,0
3455,473946.1158,6370588.84,0
3456,473936.213,6370629.349,0
3457,473965.9415,6370656.955,0
3458,473992.2247,6370727.008,0
3459,473995.2991,6370688.043,0
3460,476743.6196,6365466.853,0
3461,476747.9428,6365470.509,0
3462,476746.8577,6365466.7,0
3463,476749.1931,6365473.021,0
3464,476749.9173,6365474.814,0
3465,476751.737,6365477.305,0
3466,476040.2302,6365362.527,0
3467,476009.0788,6365385.11,0
3468,476336.8512,6365178.769,0
3469,476299.1931,6365181.858,0
3470,476273.25,6365204,1
3471,476072.1868,6365334.881,0
3472,476202.4439,6365226.556,0
3473,476241.8144,6365233.385,0
3474,476172.3561,6365259.658,0
3475,476141.2669,6365287.506,0
3476,476107.2923,6365314.05,0
3477,476364.6876,6365210.057,0
3478,476444.3304,6365180.784,0
3479,476407.9088,6365198.142,0
3480,476494.393,6365178.111,0
3481,476468.7478,6365207.039,0
3482,476740.3622,6365472.471,0
3483,476742.1433,6365478.929,0
3484,476742.1325,6365477.631,0
3485,476741.4102,6365475.507,0
3486,476740.606,6365476.965,0
3487,476742.715,6365481.789,0
3488,476740.5504,6365480.735,0
3489,476748.1184,6365480.112,0
3490,476747.8271,6365481.83,0
3491,476751.7494,6365479.27,0
3492,476750.4492,6365480.454,0
3493,476746.2418,6365482.553,0
3494,476745.1664,6365483.382,0
3495,476743.7939,6365484.054,0
3496,476742.2806,6365483.841,0
3497,476740.3207,6365465.263,0
3498,476736.8325,6365470.712,0
3499,476753.8042,6365480.039,0
3500,475687.8012,6365449.653,0
3501,475653.3942,6365486.097,0
3502,475740.7564,6365444.379,0
3503,475993.421,6365422.656,0
3504,475949.4665,6365420.457,0
3505,475906.6208,6365420.704,0
3506,475860.5912,6365424.579,0
3507,475781.4498,6365437.596,0
3508,475820.5697,6365433.447,0
3509,475618.9871,6365522.54,0
3510,475584.5801,6365558.984,0
3511,475550.1731,6365595.427,0
3512,475515.7661,6365631.871,0
3513,475481.3591,6365668.315,0
3514,474181.1875,6367163,1
3515,474196.5689,6367131.381,0
3516,474203.3438,6367063.5,1
3517,474224.0938,6367107,1
3518,474227.4063,6367038,1
3519,474251.4688,6367012.5,1
3520,474242.7069,6366980.282,0
3521,474934.1621,6372176.068,0
3522,474930.4597,6372181.66,0
3523,474920.8097,6372188.064,0
3524,474917.4242,6372199.574,0
3525,474927.6404,6372186.99,0
3526,474905.9025,6372212.06,0
3527,474929.0018,6372162.239,0
3528,474929.2217,6372158.536,0
3529,474930.9578,6372164.287,0
3530,474932.269,6372166.796,0
3531,474932.7001,6372171.311,0
3532,474908.5269,6372137.871,0
3533,474901.705,6372131.837,0
3534,474928.5292,6372153.906,0
3535,474923.7754,6372148.451,0
3536,474920.0753,6372144.205,0
3537,474916.1504,6372140.955,0
3538,474914.4457,6372134.205,0
3539,474833.0702,6372143.589,0
3540,474892.6359,6372132.674,0
3541,474883.1356,6372134.132,0
3542,474867.615,6372133.007,0
3543,474850.3527,6372138.331,0
3544,474896.3338,6372123.199,0
3545,474814.8453,6372126.476,0
3546,474669.1537,6371989.54,0
3547,474318.2685,6371570.278,0
3548,474317.4965,6371533.445,0
3549,474316.0344,6371493.467,0
3550,474344.0278,6371637.26,0
3551,474350.5781,6371596.462,0
3552,474376.6132,6371664.77,0
3553,474377.7707,6371715.669,0
3554,474414.1935,6371749.903,0
3555,474450.6164,6371784.137,0
3556,474632.7308,6371955.306,0
3557,474487.0393,6371818.371,0
3558,474596.308,6371921.073,0
3559,474559.8851,6371886.839,0
3560,474523.4622,6371852.605,0
3561,474241.7223,6371368.005,0
3562,474240.1029,6371329.611,0
3563,474272.5286,6371433.771,0
3564,474271.8032,6371391.961,0
3565,474313.4975,6371451.779,0
3566,474353.2615,6371469.466,0
3567,474032.1516,6367703.147,0
3568,474062.3852,6367550.495,0
3569,474033.739,6367581.729,0
3570,474049.2631,6367627.601,0
3571,474063.7041,6367674.049,0
3572,474089.5767,6367517.682,0
3573,474104.5211,6367358.952,0
3574,474096.1563,6367439.5,1
3575,474121.9667,6367405.324,0
3576,474115.853,6367484.54,0
3577,474190.6402,6367261.483,0
3578,474162.5846,6367295.17,0
3579,474134.1783,6367327.534,0
3580,474211.6551,6367187.813,0
3581,474221.9691,6367229.41,0
3582,474233.6956,6367271.242,0
3583,474045.9688,6367749,1
3584,473796.1677,6368721.83,0
3585,473825.9025,6368750.787,0
3586,473863.4051,6368810.918,0
3587,473859.3962,6368772.678,0
3588,473727.2083,6368336.259,0
3589,473740.0581,6368376.343,0
3590,473759,6368305.532,0
3591,473767.4951,6368496.586,0
3592,473753.9669,6368418.064,0
3593,473765.8298,6368456.972,0
3594,473783.637,6368643.607,0
3595,473809.3753,6368677.564,0
3596,473763.974,6368572.416,0
3597,473780.0136,6368535.292,0
3598,473795.2965,6368600.958,0
3599,473780.0818,6368233.887,0
3600,473788.7833,6368272.539,0
3601,474018.7542,6367823.319,0
3602,474054.1889,6367792.053,0
3603,473800.5625,6368198,1
3604,473822.722,6368155.344,0
3605,473879.375,6368027,1
3606,473862.0661,6368069.493,0
3607,473841.0625,6368112,1
3608,473990.6622,6367857.7,0
3609,473968.6426,6367896.884,0
3610,473962.6786,6367937.613,0
3611,473948.1794,6367980.864,0
3612,473928.3637,6368020.753,0
3613,473976.5774,6369989.963,0
3614,473974.9461,6370036.593,0
3615,473937.4973,6370176.992,0
3616,473956.5546,6370129.893,0
3617,473967.246,6370083.997,0
3618,473827.6364,6368966.133,0
3619,473839.6,6369008.334,0
3620,473867.2816,6368851.832,0
3621,473869.0672,6368895.828,0
3622,473868.8117,6368939.835,0
3623,473857.8807,6369050.715,0
3624,473861.8411,6369145.938,0
3625,473868.6658,6369101.314,0
3626,473855.1235,6369484.265,0
3627,473847.3849,6369441.182,0
3628,473844.6359,6369397.968,0
3629,473849.1084,6369352.447,0
3630,473893.9231,6369183.934,0
3631,473886.5629,6369226.442,0
3632,473864.097,6369310.486,0
3633,473876.0844,6369268.238,0
3634,473897.3434,6369503.023,0
3635,473904.8264,6369553.675,0
3636,473918.5359,6369638.854,0
3637,473931.8244,6369593.284,0
3638,473940.6882,6369921.166,0
3639,473947.8836,6369878.326,0
3640,473979.0625,6369941,1
3641,473953.5126,6369835.542,0
3642,473962.9841,6369791.857,0
3643,473943.1871,6369715.314,0
3644,473971.4454,6369748.711,0
3645,473948.1332,6369674.494,0
3646,474156.3422,6371148.71,0
3647,474186.4965,6371188.059,0
3648,474215.2578,6371222.785,0
3649,474242.685,6371259.041,0
3650,474269.3569,6371294.753,0
3651,474071.8476,6371005.695,0
3652,474166.9168,6371105.196,0
3653,474134.8438,6371069,1
3654,474105.1818,6371037.079,0
3655,474056.3628,6370895.64,0
3656,474056.2021,6370855.093,0
3657,474081.5678,6370964.807,0
3658,474090.4916,6370923.5,0
3659,473915.5961,6370298.763,0
3660,473945.5956,6370267.859,0
3661,473976.0905,6370199.739,0
3662,473974.5596,6370239.037,0
3663,473901.4985,6370372.391,0
3664,473919.4388,6370411.329,0
3665,473931.6641,6370339.331,0
3666,474061.2354,6370811.213,0
3667,474029.4594,6370744.281,0
3668,474065.0316,6370767.462,0
3669,473939.7457,6370451.49,0
3670,473944.1028,6370533.444,0
3671,473961.3763,6370492.246,0
3672,473978.1681,6370567.337,0
3673,473983.5422,6370614.602,0
3674,474008.814,6370651.818,0
3675,474035.0099,6370698.199,0
3676,476740.1813,6365457.582,0
3677,476744.9123,6365459.839,0
3678,476750.1646,6365468.879,0
3679,476750.1876,6365465.245,0
3680,476751.1266,6365473.023,0
3681,476751.9314,6365475.093,0
3682,476753.5691,6365476.592,0
3683,476752.917,6365470.424,0
3684,476078.6508,6365378.845,0
3685,476039.9109,6365412.239,0
3686,476398.3151,6365239.009,0
3687,476319.4625,6365222.34,0
3688,476282.8529,6365246.833,0
3689,476115.4431,6365357.313,0
3690,476212.0703,6365270.334,0
3691,476249.7605,6365274.252,0
3692,476186.0377,6365303.165,0
3693,476150.8037,6365329.036,0
3694,476354.3038,6365251.11,0
3695,476530.7039,6365212.499,0
3696,476441.5056,6365231.545,0
3697,476495.8635,6365228.845,0
3698,476737.8835,6365474.513,0
3699,476739.6117,6365478.301,0
3700,476738.5703,6365476.488,0
3701,476741.0278,6365482.504,0
3702,476738.1996,6365480.244,0
3703,476747.564,6365483.353,0
3704,476749.5637,6365481.972,0
3705,476751.891,6365481.459,0
3706,476738.8141,6365484.376,0
3707,476745.992,6365484.46,0
3708,476743.2701,6365485.69,0
3709,476740.9024,6365485.768,0
3710,476748.569,6365418.832,0
3711,476739.1782,6365451.34,0
3712,476567.0147,6365246.888,0
3713,476738.066,6365462.378,0
3714,476735.1267,6365456.193,0
3715,476734.6056,6365466.124,0
3716,476734.9707,6365473.303,0
3717,476732.8945,6365470.928,0
3718,476756.2079,6365478.822,0
3719,476753.9869,6365482.593,0
3720,476756.3096,6365481.514,0
3721,476016.9702,6365456.036,0
3722,475719.6294,6365477.73,0
3723,475692.6943,6365504.307,0
3724,475662.6037,6365528.994,0
3725,475761.8887,6365482.357,0
3726,475970.3929,6365459.88,0
3727,475927.434,6365457.567,0
3728,475881.5811,6365455.2,0
3729,475843.9108,6365473.722,0
3730,475803.2021,6365480.143,0
3731,475648.5938,6365564,1
3732,475616.9233,6365574.421,0
3733,475532.4436,6365658.624,0
3734,475595.4669,6365608.773,0
3735,475563.172,6365631.267,0
3736,475502.4063,6365684.5,1
3737,475446.9521,6365704.758,0
3738,475412.5451,6365741.202,0
3739,475478.3438,6365710,1
3740,474238.125,6367153,1
3741,474249.0573,6367081.214,0
3742,474268.5102,6367121.418,0
3743,474275.5,6366987,1
3744,474270.2188,6367054,1
3745,474293.9624,6367028.845,0
3746,474277.1139,6366943.839,0
3747,474311.5209,6366907.395,0
3748,474299.5625,6366961,1
3749,474936.6261,6372172.708,0
3750,474918.8117,6372210.394,0
3751,474937.5786,6372179.687,0
3752,474935.224,6372185.02,0
3753,474927.4715,6372193.018,0
3754,474926.7986,6372202.964,0
3755,474937.7173,6372190.289,0
3756,474915.0082,6372220.619,0
3757,474932.7626,6372160.604,0
3758,474933.3384,6372155.553,0
3759,474934.7904,6372163.882,0
3760,474937.2933,6372168.595,0
3761,474941.1261,6372171.327,0
3762,474907.306,6372124.655,0
3763,474930.7793,6372147.146,0
3764,474925.0159,6372142.957,0
3765,474921.3952,6372134.621,0
3766,474916.1915,6372127.035,0
3767,474705.5766,6372023.774,0
3768,474836.0309,6372122.288,0
3769,474878.1651,6372121.568,0
3770,474861.3028,6372116.6,0
3771,474894.3832,6372113.217,0
3772,474820.2381,6372098.075,0
3773,474778.4224,6372092.242,0
3774,474741.9995,6372058.008,0
3775,474674.2132,6371949.401,0
3776,474709.3355,6371980.995,0
3777,474358.3635,6371552.705,0
3778,474357.7425,6371512.175,0
3779,474385.6858,6371622.65,0
3780,474388.8157,6371580.468,0
3781,474406.9075,6371686.376,0
3782,474419.6609,6371648.441,0
3783,474430.3211,6371712.677,0
3784,474452.3062,6371741.706,0
3785,474483.7147,6371756.754,0
3786,474506.7306,6371784.592,0
3787,474638.4033,6371915.66,0
3788,474536.3714,6371814.149,0
3789,474603.462,6371880.498,0
3790,474572.0446,6371844.249,0
3791,474281.1285,6371339.314,0
3792,474312.1817,6371410.875,0
3793,474305.1914,6371372.824,0
3794,474350.2782,6371425.19,0
3795,474393.7367,6371489.24,0
3796,474388.6729,6371444.99,0
3797,474077.9501,6367721.085,0
3798,474105.922,6367564.479,0
3799,474080.1563,6367597.5,1
3800,474094.8675,6367643.907,0
3801,474108.9688,6367691.5,1
3802,474135.0938,6367533,1
3803,474148.4375,6367372,1
3804,474142.3007,6367449.223,0
3805,474168.2758,6367413.129,0
3806,474159.3633,6367496.49,0
3807,474207.0313,6367305,1
3808,474181.8935,6367338.095,0
3809,474254.46,6367197.231,0
3810,474265.9688,6367240,1
3811,474264.8139,6367295.409,0
3812,474093.0207,6367768.221,0
3813,473840.4035,6368711.219,0
3814,473849.6972,6368673.049,0
3815,473874.0625,6368735,1
3816,473904.6698,6368822.451,0
3817,473901.5223,6368776.366,0
3818,473773.1917,6368346.693,0
3819,473783,6368387.5,1
3820,473803.4254,6368316.222,0
3821,473811.1827,6368507.549,0
3822,473808.0185,6368466.824,0
3823,473801.2916,6368425.153,0
3824,473829.3109,6368632.95,0
3825,473813.9175,6368555.683,0
3826,473835.0318,6368587.889,0
3827,473826.363,6368281.02,0
3828,473828.9101,6368235.575,0
3829,474028.8704,6367871.918,0
3830,474058.8438,6367835.5,1
3831,474097.3084,6367812.369,0
3832,473849.1955,6368192.095,0
3833,473869.4475,6368148.069,0
3834,473909.3435,6368062.004,0
3835,473889.3329,6368105.032,0
3836,474004.9063,6367911.5,1
3837,473994.1264,6367963.885,0
3838,473978.5938,6368010,1
3839,473958.6591,6368052.606,0
3840,474014.6755,6369982.669,0
3841,474016.9081,6370029.592,0
3842,474009.3294,6370070.423,0
3843,473987.4262,6370160.149,0
3844,473997.2666,6370117.484,0
3845,473873.3108,6368981.823,0
3846,473886.7694,6369022.774,0
3847,473907.1493,6368867.96,0
3848,473908.8236,6368955.091,0
3849,473907.9333,6368912.171,0
3850,473899.1302,6369065.301,0
3851,473904.0848,6369142.411,0
3852,473911.1208,6369105.097,0
3853,473883.9709,6369377.401,0
3854,473888.8625,6369456.958,0
3855,473885.9092,6369416.07,0
3856,473926.0314,6369468.768,0
3857,473896.9375,6369339.627,0
3858,473934.9298,6369173.157,0
3859,473929.6587,6369216.722,0
3860,473922.5529,6369258.099,0
3861,473909.7873,6369297.926,0
3862,473936.2295,6369517.276,0
3863,473951.2152,6369554.274,0
3864,473959.251,6369631.16,0
3865,473975.4061,6369593.369,0
3866,473992.7813,6369555.5,1
3867,473984.7353,6369904.161,0
3868,473990.8661,6369865.251,0
3869,474019.9176,6369938.368,0
3870,473993.375,6369826.5,1
3871,474004.7879,6369785.617,0
3872,474010.0054,6369746.226,0
3873,473989.5215,6369705.809,0
3874,473986.6962,6369665.162,0
3875,474197.67,6371145.783,0
3876,474231.0938,6371182,1
3877,474257.502,6371215.184,0
3878,474283.1359,6371246.35,0
3879,474316.0313,6371306,1
3880,474309.7555,6371272.399,0
3881,474207.549,6371103.263,0
3882,474115.6468,6370995.865,0
3883,474178.2194,6371062.009,0
3884,474149.6801,6371027.272,0
3885,474094.5304,6370879.517,0
3886,474096.2328,6370835.687,0
3887,474124.0821,6370953.86,0
3888,474129.4072,6370909.253,0
3889,473962.0855,6370308.008,0
3890,473992.7329,6370276.371,0
3891,474018.6803,6370194.252,0
3892,474015.0546,6370238.309,0
3893,473950.5339,6370377.274,0
3894,473964.7591,6370414.556,0
3895,473980.7246,6370347.155,0
3896,474103.0938,6370789.5,1
3897,474070.1524,6370722.293,0
3898,474105.3287,6370747.171,0
3899,473982.9456,6370456.868,0
3900,473987.1716,6370525.511,0
3901,474009.2928,6370491.656,0
3902,474018.0833,6370551.044,0
3903,474019.6085,6370588.067,0
3904,474004.2641,6370422.618,0
3905,474035.0851,6370622.554,0
3906,474050.9392,6370657.651,0
3907,474081.7924,6370679.045,0
3908,476745.288,6365452.964,0
3909,476745.7138,6365439.061,0
3910,476749.4266,6365456.638,0
3911,476753.1796,6365460.705,0
3912,476753.8019,6365465.622,0
3913,476755.1577,6365472.647,0
3914,476757.0066,6365476.249,0
3915,476757.2497,6365469.079,0
3916,476757.6467,6365427.429,0
3917,476122.5216,6365402.27,0
3918,476081.7498,6365417.309,0
3919,476059.6319,6365453.053,0
3920,476432.4528,6365270.645,0
3921,476389.6462,6365278.967,0
3922,476315.3261,6365270.729,0
3923,476279.023,6365296.632,0
3924,476158.6187,6365369.991,0
3925,476232.1127,6365314.89,0
3926,476195.4975,6365345.194,0
3927,476349.3103,6365294.978,0
3928,476524.9906,6365258.978,0
3929,476478.342,6365264.36,0
3930,476735.7814,6365476.351,0
3931,476736.0729,6365479.128,0
3932,476736.9989,6365482.642,0
3933,476735.8811,6365485.63,0
3934,476748.734,6365484.362,0
3935,476751.1353,6365483.567,0
3936,476752.9186,6365484.921,0
3937,476738.8137,6365486.885,0
3938,476746.9323,6365486.137,0
3939,476744.8611,6365487.88,0
3940,476742.165,6365488.127,0
3941,476603.3256,6365281.277,0
3942,476639.6364,6365315.666,0
3943,476735.5882,6365427.316,0
3944,476730.4083,6365401.647,0
3945,476730.3387,6365441.908,0
3946,476731.8554,6365449.344,0
3947,476712.2581,6365384.443,0
3948,476702.8484,6365403.355,0
3949,476675.9473,6365350.055,0
3950,476558.79,6365287.852,0
3951,476731.0936,6365461.727,0
3952,476728.3093,6365456.837,0
3953,476730.3039,6365467.299,0
3954,476731.1613,6365474.539,0
3955,476727.0428,6365470.34,0
3956,476758.7655,6365479.958,0
3957,476757.8733,6365483.965,0
3958,475378.1381,6365777.645,0
3959,475343.7311,6365814.089,0
3960,475309.3241,6365850.532,0
3961,475102.8821,6366069.194,0
3962,475137.2891,6366032.75,0
3963,475406.1875,6365786.5,1
3964,476039.7764,6365493.41,0
3965,475992.234,6365494.616,0
3966,475734.0241,6365520.616,0
3967,475701.6489,6365553.883,0
3968,475778.6475,6365522.589,0
3969,475943.004,6365497.557,0
3970,475897.5938,6365487,1
3971,475866.0973,6365510.947,0
3972,475824.0674,6365522.046,0
3973,475679.5996,6365591.07,0
3974,475639.3129,6365614.975,0
3975,475539.9931,6365692.512,0
3976,475571.1323,6365668.001,0
3977,475606.0625,6365656,1
3978,475559.3113,6365719.79,0
3979,475521.875,6365727,1
3980,475454.2813,6365735.5,1
3981,475430.25,6365761,1
3982,475492.1579,6365745.609,0
3983,475068.4751,6366105.637,0
3984,475093.4375,6366118.5,1
3985,474282.638,6367164.85,0
3986,474299.1875,6367089.5,1
3987,474312.6281,6367132.933,0
3988,474319.1563,6367004,1
3989,474327.0458,6367055.831,0
3990,474345.9279,6366870.952,0
3991,474380.3349,6366834.508,0
3992,474323.625,6366935.5,1
3993,474347.6875,6366910,1
3994,474345.9655,6366980.453,0
3995,474942.6083,6372176.889,0
3996,474928.0469,6372216.336,0
3997,474943.7762,6372184.908,0
3998,474936.3589,6372205.786,0
3999,474946.1976,6372193.736,0
4000,474924.1139,6372229.177,0
4001,474942.556,6372227.803,0
4002,474940.9476,6372148.644,0
4003,474939.3467,6372158.797,0
4004,474942.9801,6372164.672,0
4005,474945.7725,6372172.081,0
4006,474899.8215,6372100.764,0
4007,474911.3928,6372107.888,0
4008,474920.7648,6372119.054,0
4009,474933.6374,6372134.258,0
4010,474927.2837,6372126.586,0
4011,474682.7822,6371910.729,0
4012,474742.6905,6372010.33,0
4013,474848.381,6372104.683,0
4014,474879.4655,6372104.169,0
4015,474839.2889,6372080.17,0
4016,474798.5165,6372059.702,0
4017,474774.1301,6372033.768,0
4018,474717.0811,6371940.431,0
4019,474751.3633,6371968.944,0
4020,474400.1685,6371534.58,0
4021,474427.7513,6371608.871,0
4022,474425.0065,6371571.73,0
4023,474433.5293,6371505.179,0
4024,474451.6729,6371676.553,0
4025,474461.7372,6371633.468,0
4026,474480.3787,6371709.109,0
4027,474516.5684,6371736.111,0
4028,474545.1934,6371767.006,0
4029,474650.854,6371878.597,0
4030,474574.5109,6371795.383,0
4031,474624.3654,6371846.598,0
4032,474606.4865,6371815.63,0
4033,474328.2201,6371343.331,0
4034,474348.7595,6371378.695,0
4035,474383.9237,6371399.505,0
4036,474358.2558,6371318.876,0
4037,474429.0522,6371461.177,0
4038,474422.4284,6371418.234,0
4039,474122.5893,6367739.595,0
4040,474149.0392,6367577.588,0
4041,474126.0342,6367612.112,0
4042,474140.1785,6367656.241,0
4043,474151.9401,6367701.781,0
4044,474179.0419,6367539.102,0
4045,474189.0863,6367578.746,0
4046,474198.228,6367375.312,0
4047,474185.4375,6367464,1
4048,474208.0611,6367426.544,0
4049,474206.7593,6367508.406,0
4050,474239.8295,6367339.215,0
4051,474297.4688,6367325,1
4052,474299.0221,6367208.56,0
4053,474306.5063,6367251.329,0
4054,474310.0609,6367288.359,0
4055,474138.875,6367795,1
4056,473874.6504,6368645.242,0
4057,473888.8846,6368692.803,0
4058,473944.5874,6368843.299,0
4059,473915.8672,6368729.811,0
4060,473942.9259,6368799.439,0
4061,473942.9896,6368760.409,0
4062,473820.0843,6368356.391,0
4063,473835.3076,6368394.726,0
4064,473849.6125,6368320.015,0
4065,473847.4505,6368524.655,0
4066,473850.822,6368480.328,0
4067,473845.8394,6368438.953,0
4068,473869.4251,6368602.927,0
4069,473868.4375,6368556.5,1
4070,473862.0938,6368271.5,1
4071,473877.7999,6368227.041,0
4072,474051.7089,6367913.017,0
4073,474071.1875,6367877.911,0
4074,474139.192,6367836.154,0
4075,474105.473,6367856.773,0
4076,473897.5938,6368183,1
4077,473917.2652,6368139.817,0
4078,473937.5313,6368096,1
4079,474035.5392,6367952.676,0
4080,474023.2453,6367999.065,0
4081,474083.2199,6367942.617,0
4082,474008.3757,6368043.965,0
4083,473985.4319,6368086.755,0
4084,474034.529,6370104.202,0
4085,474055.2931,6369966.064,0
4086,474050.8164,6370011.61,0
4087,474058.2813,6370065.5,1
4088,474034.1699,6370149.249,0
4089,473933.2136,6369037.019,0
4090,473918.9603,6368997.65,0
4091,473948.4162,6368970.844,0
4092,473946.9738,6368888.081,0
4093,473947.6748,6368930.232,0
4094,473944,6369081.946,0
