node,x,y,concentration
410,472453.9947,6369098.368,0
411,472445.6894,6369057.353,0
412,472459.5506,6369016.315,0
413,472492.9225,6369163.724,0
414,472497.9611,6369117.471,0
415,472443.8046,6369646.16,0
416,472463.6242,6369695.756,0
417,472468.5614,6369740.038,0
418,472529.4773,6369812.109,0
419,472497.0824,6369772.023,0
420,472517.9402,6369788.3,0
421,472436.3502,6369332.512,0
422,472446.1452,6369382.125,0
423,472452.0498,6369481.368,0
424,472451.5934,6369426.463,0
425,472441.4392,6369566.562,0
426,472463.3628,6369608.434,0
427,472469.2605,6369528.288,0
428,472483.5441,6369274.387,0
429,472480.1922,6369316.383,0
430,472555.2681,6369846.215,0
431,472551.2595,6369823.012,0
432,472579.2592,6369862.242,0
433,472598.2846,6369883.46,0
434,472600.2524,6369904.356,0
435,472453.5426,6368875.347,0
436,472463.76,6368926.535,0
437,472614.4832,6369931.854,0
438,472631.2103,6369944.068,0
439,472600.3093,6370000.531,0
440,472593.0494,6370038.21,0
441,472625.0602,6369978.626,0
442,472509.6191,6369240.397,0
443,472521.2628,6369193.175,0
444,472483.875,6368980.5,1
445,472490.1247,6369073.117,0
446,472492.8258,6369030.674,0
447,472533.8478,6369145.007,0
448,472531.7575,6369094.709,0
449,472483.1384,6369653.544,0
450,472502.3284,6369692.904,0
451,472514.2135,6369730.643,0
452,472553.1153,6369792.096,0
453,472540.7079,6369763.717,0
454,472482.0261,6369358.069,0
455,472488.8826,6369402.636,0
456,472494.9901,6369493.647,0
457,472488.9867,6369449.216,0
458,472485.7328,6369572.169,0
459,472505.4182,6369616.128,0
460,472514.2523,6369540.928,0
461,472534.8943,6369506.418,0
462,472520.8509,6369288.936,0
463,472522.5503,6369333.509,0
464,472583.903,6369829.32,0
465,472609.9234,6369856.959,0
466,472628.5976,6369891.146,0
467,472487.9496,6368838.903,0
468,472494.6767,6368884.29,0
469,472503.2384,6368928.189,0
470,472649.2632,6369914.617,0
471,472650.4816,6369951.658,0
472,472634.136,6370013.817,0
473,472611.2608,6370055.327,0
474,472629.4723,6370072.444,0
475,472658.6495,6369984.824,0
476,472554.8606,6369262.524,0
477,472550.2594,6369224.594,0
478,472563.5423,6369186.711,0
479,472575.3577,6369149.509,0
480,472523.1469,6368963.841,0
481,472526.2357,6369004.491,0
482,472530.3525,6369049.954,0
483,472570.2151,6369110.212,0
484,472568.9382,6369066.975,0
485,472547.2635,6368928.896,0
486,472596.5602,6369801.419,0
487,472527.1619,6369654.571,0
488,472545.1151,6369693.075,0
489,472561.8087,6369730.49,0
490,472587.3332,6369772.204,0
491,472526.6694,6369377.283,0
492,472529.876,6369421.478,0
493,472532.3931,6369463.967,0
494,472530,6369583.5,1
495,472552.5022,6369618.937,0
496,472571.632,6369489.74,0
497,472562.0694,6369539.768,0
498,472561.1391,6369307.009,0
499,472565.0103,6369352.464,0
500,472618.3407,6369822.967,0
501,472639.2982,6369863.107,0
502,472662.5404,6369882.094,0
503,472674.3101,6369905.87,0
504,472522.3566,6368802.46,0
505,472531.1539,6368844.976,0
506,472537.2033,6368887.19,0
507,472665.8952,6370106.677,0
508,472677.2507,6369932.237,0
509,472678.1278,6369961.605,0
510,472663.1413,6370035.714,0
511,472677.7254,6370069.619,0
512,472690.8242,6369996.289,0
513,472595.4124,6369273.524,0
514,472594.1443,6369224.875,0
515,472606.737,6369178.529,0
516,472611.9784,6369130.75,0
517,472564.8923,6368975.825,0
518,472566.5193,6369021.117,0
519,472609.2283,6369086.931,0
520,472604.6699,6369042.673,0
521,472580.0732,6368895.913,0
522,472587.1732,6368940.018,0
523,472631.9002,6369790.68,0
524,472573.0275,6369655.782,0
525,472589.5397,6369693.122,0
526,472602.2066,6369732.086,0
527,472636.2421,6369748.111,0
528,472570.3495,6369397.816,0
529,472572.8091,6369441.699,0
530,472576.3617,6369581.859,0
531,472598.8405,6369619.71,0
532,472608.5095,6369466.623,0
533,472608.018,6369512.085,0
534,472605.8034,6369550.683,0
535,472600.658,6369323.19,0
536,472606.9135,6369371.163,0
537,472670.0738,6369818.029,0
538,472689.4643,6369859.529,0
539,472705.7344,6369903.779,0
540,472556.7636,6368766.016,0
541,472567.8388,6368809.136,0
542,472574.878,6368851.537,0
543,472702.318,6370140.911,0
544,472712.1846,6370091.43,0
545,472735.1535,6370128.168,0
546,472705.1311,6369950.026,0
547,472709.2847,6370037.564,0
548,472729.0186,6369996.001,0
549,472633.9285,6369292.971,0
550,472632.7046,6369245.762,0
551,472639.7434,6369201.586,0
552,472646.8177,6369154.528,0
553,472649.4814,6369107.619,0
554,472604.2032,6368995.022,0
555,472647.0356,6369062.922,0
556,472639.6432,6369021.009,0
557,472623.278,6368956.674,0
558,472614.9056,6368868.229,0
559,472622.8552,6368912.653,0
560,472671.2506,6369769.077,0
561,472620.1171,6369660.265,0
562,472633.7754,6369700.513,0
563,472670.5488,6369718.545,0
564,472615.4545,6369417.57,0
565,472627.307,6369584.805,0
566,472643.4687,6369625.981,0
567,472645.4071,6369451.481,0
568,472648.6241,6369495.57,0
569,472651.2297,6369541.464,0
570,472640.6251,6369340.832,0
571,472650.5369,6369385.816,0
572,472673.1218,6369310.347,0
573,472717.6295,6369830.973,0
574,472705.5715,6369790.454,0
575,472732.7969,6369873.422,0
576,472742.9068,6369920.002,0
577,472591.1706,6368729.573,0
578,472625.5776,6368693.129,0
579,472601.3083,6368774.801,0
580,472614.1498,6368819.4,0
581,472738.7409,6370175.145,0
582,472743.8938,6370056.349,0
583,472770.2469,6370139.196,0
584,472758.849,6370094.278,0
585,472750.4509,6369962.723,0
586,472762.8532,6370016.821,0
587,472670.9415,6369265.042,0
588,472676.5558,6369221.631,0
589,472681.83,6369176.438,0
590,472686.6214,6369128.538,0
591,472686.4357,6369080.402,0
592,472653.5707,6368983.913,0
593,472680.8231,6369030.104,0
594,472649.158,6368846.184,0
595,472664.0633,6368936.086,0
596,472658.7839,6368889.399,0
597,472705.3617,6369740.407,0
598,472737.3533,6369763.218,0
599,472668.5222,6369669.957,0
600,472708.961,6369695.616,0
601,472671.6499,6369422.514,0
602,472671.2574,6369586.093,0
603,472683.1382,6369627.226,0
604,472687.5794,6369466.934,0
605,472690.8005,6369510.099,0
606,472696.5482,6369553.778,0
607,472683.9522,6369353.641,0
608,472701.3831,6369392.108,0
609,472709.419,6369283.302,0
610,472715.8125,6369321,1
611,472762.3555,6369843.418,0
612,472749.7539,6369802.75,0
613,472773.8965,6369887.311,0
614,472784.0304,6369932.188,0
615,473292.7313,6370630.593,0
616,473293.8811,6370630.609,0
617,473291.9205,6370631.211,0
618,473293.8121,6370631.274,0
619,473292.9115,6370631.452,0
620,472659.9846,6368656.685,0
621,472633.4572,6368738.682,0
622,472664.408,6368701.336,0
623,472645.909,6368783.181,0
624,472672.1977,6368814.688,0
625,472775.1638,6370209.379,0
626,472789.9547,6370175.136,0
627,472809.8975,6370139.754,0
628,472788.8242,6370058.162,0
629,472799.2335,6370101.113,0
630,472790.4605,6369976.848,0
631,472805.3744,6370015.33,0
632,472830.2323,6370045.234,0
633,472714.6264,6369242.995,0
634,472718.5187,6369199.67,0
635,472721.6083,6369153.295,0
636,472725.375,6369103.58,0
637,472721.2301,6369055.282,0
638,472691.9529,6368979.38,0
639,472717.7624,6369009.988,0
640,472706.9145,6368941.223,0
641,472693.074,6368856.843,0
642,472700.7929,6368899.284,0
643,472749.356,6369723.117,0
644,472776.9962,6369766.807,0
645,472714.7211,6369650.993,0
646,472748.7339,6369675.623,0
647,472717.5966,6369433.896,0
648,472718.8386,6369602.755,0
649,472736.4579,6369565.903,0
650,472732.7751,6369477.724,0
651,472732.9472,6369522.183,0
652,472782.2539,6369697.198,0
653,472731.8512,6369358.358,0
654,472747.6734,6369396.742,0
655,472750.8593,6369274.405,0
656,472759.1723,6369320.057,0
657,472804.1497,6369853.12,0
658,472792.3432,6369809.481,0
659,472814.4935,6369899.845,0
660,472825.1072,6369944.913,0
661,472811.5867,6370243.613,0
662,473291.1854,6370631.918,0
663,473291.043,6370630.188,0
664,473292.7135,6370629.715,0
665,473293.4016,6370630.026,0
666,473294.5409,6370630.716,0
667,473294.1563,6370630,0
668,473294.6984,6370631.513,0
669,473292.3178,6370632.682,0
670,473293.6659,6370632.902,0
671,472694.3916,6368620.242,0
672,472703.7692,6368666.618,0
673,472675.9163,6368748.141,0
674,472700.9505,6368711.465,0
675,472700.5915,6368783.616,0
676,472718.0359,6368822.078,0
677,472823.3839,6370204.855,0
678,472839.1562,6370166.978,0
679,472845.4278,6370123.585,0
680,472835.6091,6370084.243,0
681,472837.8208,6369986.409,0
682,472861.1047,6370020.955,0
683,472871.9539,6370063.842,0
684,472756.0121,6369228.269,0
685,472758.5421,6369182.559,0
686,472760.9045,6369137.738,0
687,472766.5903,6369095.947,0
688,472762.3028,6369057.416,0
689,472755.9539,6369016.177,0
690,472740.904,6368969.218,0
691,472741.6125,6368917.012,0
692,472738.5688,6368869.019,0
693,472799.3882,6369733.868,0
694,472820.6486,6369774.54,0
695,472756.8428,6369631.484,0
696,472793.3547,6369656.535,0
697,472761.9314,6369435.208,0
698,472770.5098,6369593.196,0
699,472778.3846,6369469.35,0
700,472773.8826,6369547.35,0
701,472774.9038,6369506.834,0
702,472823.2272,6369695.146,0
703,472777.9408,6369360.748,0
704,472794.4193,6369401.627,0
705,472794.6752,6369251.01,0
706,472791.3776,6369290.806,0
707,472808.2573,6369326.642,0
708,472842.8932,6369866.499,0
709,472834.546,6369817.239,0
710,472856.0946,6369910.753,0
711,472869.1466,6369953.654,0
712,472848.0096,6370277.847,0
713,472857.1127,6370235.583,0
714,473290.0592,6370629.009,0
715,473288.5559,6370631.264,0
716,473287.4795,6370633.239,0
717,473289.6272,6370632.569,0
718,473290.6795,6370633.889,0
719,473295.6159,6370632.011,0
720,473291.5933,6370628.945,0
721,473292.9492,6370628.849,0
722,473295.306,6370630.442,0
723,473293.7527,6370629.249,0
724,473294.8428,6370629.93,0
725,473294.5324,6370629.314,0
726,473290.7639,6370627.481,0
727,473295.2978,6370633.004,0
728,473292.7493,6370634.277,0
729,473294.3846,6370634.509,0
730,472728.7986,6368583.798,0
731,472736.0514,6368626.436,0
732,472747.5458,6368666.792,0
733,472738.7813,6368709,1
734,472723.8881,6368749.618,0
735,472756.8889,6368827.988,0
736,472751.9942,6368784.526,0
737,472870.5425,6370194.194,0
738,472880.8867,6370150.086,0
739,472881.7433,6370106.032,0
740,472888.3159,6369990.937,0
741,472902.9018,6370034.993,0
742,472913.2728,6370079.744,0
743,472796.8018,6369207.225,0
744,472799.0528,6369162.819,0
745,472802.6258,6369118.345,0
746,472805.7482,6369071.925,0
747,472799.1736,6369030.527,0
748,472784.5631,6368986.235,0
749,472777.1842,6368941.364,0
750,472778.3094,6368893.629,0
751,472788.1985,6368852.382,0
752,472843.8243,6369736.684,0
753,472864.2765,6369779.595,0
754,472810.0676,6369617.029,0
755,472838.8068,6369654.608,0
756,472811.6374,6369441.057,0
757,472809.364,6369569.655,0
758,472819.9315,6369484.287,0
759,472816.6756,6369526.68,0
760,472843.9707,6369587.442,0
761,472865.1227,6369695.044,0
762,472824.6615,6369367.277,0
763,472841.9559,6369409.327,0
764,472835.2885,6369232.846,0
765,472835.0288,6369280.672,0
766,472851.2902,6369325.924,0
767,472885.0818,6369875.687,0
768,472870.3125,6369834.5,1
769,472898.6444,6369921.104,0
770,472924.0166,6369889.001,0
771,472917.7152,6369958.932,0
772,472884.4325,6370312.081,0
773,472890.7222,6370266.7,0
774,472901.9348,6370222.813,0
775,473286.0164,6370631.161,0
776,473288.6552,6370628.387,0
777,473286.4342,6370628.917,0
778,473288.9407,6370626.146,0
779,473274.9393,6370632.523,0
780,473284.0118,6370634.126,0
781,473287.3238,6370635.484,0
782,473289.486,6370635.706,0
783,473291.6594,6370635.673,0
784,473297.0807,6370633.088,0
785,473296.2753,6370631.202,0
786,473292.3652,6370626.964,0
787,473293.7235,6370628.396,0
788,473292.8772,6370627.838,0
789,473295.6424,6370629.671,0
790,473294.5366,6370628.495,0
791,473295.2217,6370628.944,0
792,473290.804,6370624.867,0
793,473293.1381,6370625.198,0
794,473296.1032,6370634.891,0
795,473294.8578,6370636.441,0
796,473298.1232,6370634.536,0
797,472763.2056,6368547.355,0
798,472770.9065,6368586.983,0
799,472779.1584,6368625.454,0
800,472789.5654,6368662.11,0
801,472780.4979,6368700.788,0
802,472768.6453,6368742.548,0
803,472794.2021,6368805.449,0
804,472803.0796,6368764.106,0
805,472805.4988,6368552.217,0
806,472913.2923,6370177.379,0
807,472921.0128,6370129.122,0
808,472931.1976,6370003.133,0
809,472944.4063,6370045.99,0
810,472951.5475,6370089.678,0
811,472837.4234,6369186.961,0
812,472839.0734,6369141.415,0
813,472840.3632,6369094.66,0
814,472846.5625,6369046.5,1
815,472829.7624,6369003.056,0
816,472818.4006,6368961.101,0
817,472815.2983,6368917.036,0
818,472824.4566,6368875.81,0
819,472829.8701,6368832.236,0
820,472897.4393,6369807.528,0
821,472886.3201,6369734.332,0
822,472909.4167,6369768.119,0
823,472863.7613,6369620.685,0
824,472886.1786,6369657.363,0
825,472856.2886,6369455.351,0
826,472856.4746,6369546.271,0
827,472860.0279,6369503.61,0
828,472887.2011,6369579.069,0
829,472910.1662,6369694.805,0
830,472868.8858,6369368.034,0
831,472884.563,6369407.905,0
832,472896.8502,6369447.405,0
833,472876.6563,6369205.652,0
834,472874.8351,6369249.138,0
835,472879.8639,6369291.402,0
836,472897.6918,6369333.571,0
837,472920.8623,6369844.893,0
838,472947.5575,6369924.322,0
839,472959.2981,6369872.321,0
840,472959.5675,6369972.523,0
841,472986.183,6369944.897,0
842,472920.8553,6370346.315,0
843,472954.459,6370325.264,0
844,472923.8895,6370297.03,0
845,472933.7875,6370252.578,0
846,472944.9249,6370209.472,0
847,473283.7846,6370629.945,0
848,473279.9697,6370632.249,0
849,473285.4771,6370626.844,0
850,473287.7672,6370623.416,0
851,473270.6933,6370636.608,0
852,473277.2564,6370628.74,0
853,473271.6309,6370627.895,0
854,473264.85,6370631.572,0
855,473278.9008,6370636.576,0
856,473274.7874,6370640.845,0
857,473269.0303,6370642.26,0
858,473260.3683,6370645.064,0
859,473284.4277,6370637.831,0
860,473288.1392,6370638.18,0
861,473290.6304,6370639.493,0
862,473294.4273,6370638.382,0
863,473298.2536,6370631.742,0
864,473297.1614,6370629.939,0
865,473298.6583,6370630.265,0
866,473290.2937,6370622.032,0
867,473294.3417,6370626.703,0
868,473296.9912,6370628.406,0
869,473295.7034,6370627.462,0
870,473292.8864,6370623.288,0
871,473294.5931,6370624.035,0
872,473300.7135,6370633.074,0
873,473298.4417,6370637.668,0
874,473300.5263,6370635.31,0
875,473257.6443,6370653.658,0
876,472797.6127,6368510.911,0
877,472814.2379,6368594.039,0
878,472824.4479,6368635.702,0
